invoice_id,customer_id,date,action,outcome,remaining_amount_before,amount_recovered,remaining_amount_after,status_after,promise_date,human_decision,message_language,message_source,message_fallback_reason,message_text
INV00002,CUST0017,2026-03-06,firm_reminder,ignore,42040.68,0.0,42040.68,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199530, Requested 1211. Please try again in 5m20.112s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Hale and Sons, invoice INV00002 for INR 42,040.68 is now 6 days past its due date of 2026-02-23. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00003,CUST0020,2026-03-06,firm_reminder,pay,314576.89,314576.89,0.0,paid,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199523, Requested 699. Please try again in 1m35.904s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Lynch-Jones, invoice INV00003 (INR 314,576.89) ab 4 din se overdue hai, due date 2026-02-25 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00004,CUST0031,2026-03-06,firm_reminder,promise,411217.48,0.0,411217.48,promised,2026-03-14,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199516, Requested 731. Please try again in 1m46.704s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Brown-Tate, invoice INV00004 (INR 411,217.48) ab 5 din se overdue hai, due date 2026-02-24 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00005,CUST0001,2026-03-06,firm_reminder,pay,475638.57,475638.57,0.0,paid,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199508, Requested 1211. Please try again in 5m10.608s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Gould-Foster, invoice INV00005 for INR 475,638.57 is now 2 days past its due date of 2026-02-27. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00006,CUST0026,2026-03-06,phone_call,ignore,81318.93,0.0,81318.93,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199502, Requested 699. Please try again in 1m26.832s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","[Call script] Duffy Group ko warmly greet karein. Invoice INV00006, INR 81,318.93, 65 din overdue ka reference dein. Poochein ki delay ki koi wajah hai kya. Agar dispute ya cash-flow issue hai to sunein. Zaroorat ho to payment plan discuss karne ki offer karein. Call khatam karne se pehle ek specific date confirm karein."
INV00007,CUST0034,2026-03-06,phone_call,ignore,577054.85,0.0,577054.85,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199495, Requested 730. Please try again in 1m37.199999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","[Call script] Cole PLC ko warmly greet karein. Invoice INV00007, INR 577,054.85, 55 din overdue ka reference dein. Poochein ki delay ki koi wajah hai kya. Agar dispute ya cash-flow issue hai to sunein. Zaroorat ho to payment plan discuss karne ki offer karein. Call khatam karne se pehle ek specific date confirm karein."
INV00008,CUST0039,2026-03-06,phone_call,pay,132328.57,132328.57,0.0,paid,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199488, Requested 698. Please try again in 1m20.352s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","[Call script] Smith PLC ko warmly greet karein. Invoice INV00008, INR 132,328.57, 66 din overdue ka reference dein. Poochein ki delay ki koi wajah hai kya. Agar dispute ya cash-flow issue hai to sunein. Zaroorat ho to payment plan discuss karne ki offer karein. Call khatam karne se pehle ek specific date confirm karein."
INV00009,CUST0040,2026-03-06,phone_call,ignore,417690.25,0.0,417690.25,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199481, Requested 697. Please try again in 1m16.896s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","[Call script] Greet Baker Inc warmly. Reference invoice INV00009, INR 417,690.25, 48 days overdue. Ask if there's a reason for the delay. Listen for any dispute or cash-flow issue. Offer to discuss a payment plan if needed. Confirm a specific date for payment or next contact before ending the call."
INV00010,CUST0028,2026-03-06,firm_reminder,ignore,426149.47,0.0,426149.47,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199474, Requested 733. Please try again in 1m29.424s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Lane, Maldonado and Griffin, invoice INV00010 for INR 426,149.47 is now 12 days past its due date of 2026-02-17. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00012,CUST0015,2026-03-06,firm_reminder,ignore,214154.66,0.0,214154.66,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199467, Requested 732. Please try again in 1m25.968s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Waters-Owens, invoice INV00012 (INR 214,154.66) ab 2 din se overdue hai, due date 2026-02-27 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00013,CUST0007,2026-03-06,firm_reminder,pay,507797.18,507797.18,0.0,paid,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199460, Requested 700. Please try again in 1m9.12s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Mccoy PLC, invoice INV00013 (INR 507,797.18) ab 42 din se overdue hai, due date 2026-01-18 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00014,CUST0035,2026-03-06,firm_reminder,pay,373704.59,373704.59,0.0,paid,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199453, Requested 698. Please try again in 1m5.232s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Ware-Fuentes, invoice INV00014 for INR 373,704.59 is now 11 days past its due date of 2026-02-18. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00016,CUST0005,2026-03-06,firm_reminder,ignore,73443.25,0.0,73443.25,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199446, Requested 730. Please try again in 1m16.032s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Davis Group, invoice INV00016 (INR 73,443.25) ab 12 din se overdue hai, due date 2026-02-17 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00017,CUST0017,2026-03-06,firm_reminder,pay,525196.84,525196.84,0.0,paid,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199439, Requested 730. Please try again in 1m13.008s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Hale and Sons, invoice INV00017 for INR 525,196.84 is now 4 days past its due date of 2026-02-25. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00018,CUST0030,2026-03-06,firm_reminder,promise,729716.33,0.0,729716.33,promised,2026-03-20,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199298, Requested 1212. Please try again in 3m40.32s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Kelly-Carr, invoice INV00018 (INR 729,716.33) ab 8 din se overdue hai, due date 2026-02-21 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00019,CUST0019,2026-03-06,phone_call,ignore,170657.75,0.0,170657.75,overdue,,,Hinglish,llm,,"Namaste, main XYZ Company se Rahul bol raha hoon aur Golden‑Blair ke account ke baare mein baat karna chahta hoon. Aapke INV00019 invoice ka amount INR 170,657.75 tha, jo 6 December 2025 ko due tha aur abhi 85 din overdue hai. Kya aap mujhe payment status ya koi issue bata sakte hain jise hum milke solve kar sakte hain? Agar aapko payment arrange karne mein assistance ya koi flexible payment plan discuss karna ho, toh please batayein. Aapki sahayata ke liye hum yahan hain aur aapke response ka intezar rahega."
INV00021,CUST0040,2026-03-06,firm_reminder,ignore,396351.47,0.0,396351.47,overdue,,,English,llm,,"Dear Baker Inc,

Our records show that invoice INV00021 for INR 396,351.47 was due on 2026‑02‑09 and is now 20 days overdue. Please remit payment by 2026‑03‑05 to avoid further follow‑up. If you have already made the payment, kindly disregard this notice."
INV00024,CUST0020,2026-03-06,firm_reminder,ignore,375292.1,0.0,375292.1,overdue,,,Hinglish,llm,,"Namaste Lynch‑Jones team,

Aapka INV00024 invoice INR 375,292.10 ka due date 27 Feb 2026 tha aur abhi 2 din overdue hai. Kripya is payment ko 5 Mar 2026 tak settle kar dein taki humari records up‑to‑date rahein. Agar koi issue ya query ho to humein turant inform karein."
INV00025,CUST0033,2026-03-06,firm_reminder,pay,757286.01,757286.01,0.0,paid,,,Hinglish,llm,,"Dear Rangel‑Crawford team, aapko yaad dilana chaahte hain ki Invoice INV00025 INR 757,286.01 ka due date 21‑Feb‑2026 thi aur ab 8 din overdue hai. Kripya payment agle 3 business days ke andar settle kar dein. Agar koi clarification ya assistance chahiye ho, toh humein turant inform karein. Aapki prompt response ke liye dhanyavaad."
INV00026,CUST0014,2026-03-06,firm_reminder,ignore,426391.58,0.0,426391.58,overdue,,,Hinglish,llm,,"Namaste Brown, Harris and Becker team,

Aapka invoice INV00026 INR 426,391.58 ke liye 27‑Feb‑2026 ko due tha aur ab 2 din overdue hai. Kripya is amount ko aage ke 5 business days (by 5 Mar 2026) tak settle kar dein. Agar koi issue ho ya clarification chahiye ho to humein turant contact karein. Aapke prompt payment ke liye dhanyavaad."
INV00027,CUST0024,2026-03-06,firm_reminder,ignore,711186.8,0.0,711186.8,overdue,,,Hinglish,llm,,"Namaste Peterson‑Bell team,

Aapke INV00027 invoice ka amount INR 711,186.80 tha, jo 25 Jan 2026 ko due tha aur ab tak 35 din overdue hai. Kripya payment ko 5 Feb 2026 tak settle kar dein, taki aage koi inconvenience na ho. Agar koi query ya assistance chahiye ho, humein turant batayein. Aapke prompt response ke liye dhanyavaad."
INV00028,CUST0024,2026-03-06,firm_reminder,promise,139866.24,0.0,139866.24,promised,2026-03-16,,Hinglish,llm,,"Namaste Peterson‑Bell team, aapka invoice INV00028, INR 139,866.24, jo 29 Jan 2026 ko due tha, ab 31 din overdue hai. Kripya is amount ko agle 7 din (by 7 Feb 2026) tak settle kar dein. Agar payment already ho gayi hai, toh humein inform kar dein. Kisi bhi clarification ke liye, humse contact kar sakte hain."
INV00030,CUST0023,2026-03-06,firm_reminder,ignore,269769.86,0.0,269769.86,overdue,,,English,llm,,"Dear Duran PLC,

Our records show that invoice INV00030 for INR 269,769.86 was due on 2026‑02‑22 and is now 7 days overdue. Please arrange payment at your earliest convenience, preferably by 2026‑03‑01. If you have already made the payment, kindly disregard this reminder."
INV00031,CUST0022,2026-03-06,firm_reminder,promise,24201.47,0.0,24201.47,promised,2026-03-16,,Hinglish,llm,,"Namaste Fisher-Hayden team, aapko yaad dilane ke liye ki aapka invoice INV00031 INR 24,201.47 ka 14 din se overdue hai (due date 15 Feb 2026). Kripya payment ko settle karne ke liye 7 din ke andar, yaani 29 Feb 2026 tak, humse sampark karein. Agar koi issue ya query ho to hume turant batayein, hum aapki madad ke liye yahan hain. Aapke prompt response ke liye dhanyavaad."
INV00032,CUST0019,2026-03-06,firm_reminder,partial,799052.12,375668.0,423384.12,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199994, Requested 863. Please try again in 6m10.224s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Golden-Blair, invoice INV00032 (INR 799,052.12) ab 27 din se overdue hai, due date 2026-02-02 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00033,CUST0038,2026-03-06,firm_reminder,ignore,52890.46,0.0,52890.46,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199987, Requested 889. Please try again in 6m18.432s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Hernandez Ltd, invoice INV00033 (INR 52,890.46) ab 2 din se overdue hai, due date 2026-02-27 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00034,CUST0007,2026-03-06,firm_reminder,ignore,300390.01,0.0,300390.01,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199980, Requested 891. Please try again in 6m16.272s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Mccoy PLC, invoice INV00034 (INR 300,390.01) ab 1 din se overdue hai, due date 2026-02-28 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00035,CUST0016,2026-03-06,firm_reminder,promise,621949.16,0.0,621949.16,promised,2026-03-20,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199973, Requested 863. Please try again in 6m1.152s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Ward-Wright, invoice INV00035 (INR 621,949.16) ab 5 din se overdue hai, due date 2026-02-24 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00036,CUST0028,2026-03-06,firm_reminder,ignore,702445.2,0.0,702445.2,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199966, Requested 892. Please try again in 6m10.656s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Lane, Maldonado and Griffin, invoice INV00036 for INR 702,445.20 is now 16 days past its due date of 2026-02-13. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00037,CUST0036,2026-03-06,firm_reminder,promise,589896.69,0.0,589896.69,promised,2026-03-14,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199959, Requested 891. Please try again in 6m7.2s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Ramirez, Perry and Howard, invoice INV00037 for INR 589,896.69 is now 9 days past its due date of 2026-02-20. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00038,CUST0029,2026-03-06,phone_call,pay,239673.53,239673.53,0.0,paid,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199952, Requested 892. Please try again in 6m4.608s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","[Call script] Greet Cruz, Barnett and Johnson warmly. Reference invoice INV00038, INR 239,673.53, 54 days overdue. Ask if there's a reason for the delay. Listen for any dispute or cash-flow issue. Offer to discuss a payment plan if needed. Confirm a specific date for payment or next contact before ending the call."
INV00041,CUST0017,2026-03-06,firm_reminder,ignore,452497.54,0.0,452497.54,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199945, Requested 859. Please try again in 5m47.328s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Hale and Sons, invoice INV00041 for INR 452,497.54 is now 7 days past its due date of 2026-02-22. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00045,CUST0006,2026-03-06,firm_reminder,promise,462149.93,0.0,462149.93,promised,2026-03-19,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199938, Requested 860. Please try again in 5m44.736s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Serrano Inc, invoice INV00045 (INR 462,149.93) ab 6 din se overdue hai, due date 2026-02-23 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00046,CUST0002,2026-03-06,firm_reminder,promise,600484.83,0.0,600484.83,promised,2026-03-20,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199932, Requested 859. Please try again in 5m41.712s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Jones PLC, invoice INV00046 (INR 600,484.83) ab 43 din se overdue hai, due date 2026-01-17 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00048,CUST0024,2026-03-06,firm_reminder,promise,274112.4,0.0,274112.4,promised,2026-03-15,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199925, Requested 860. Please try again in 5m39.119999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Peterson-Bell, invoice INV00048 (INR 274,112.40) ab 37 din se overdue hai, due date 2026-01-23 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00049,CUST0014,2026-03-06,firm_reminder,ignore,521946.49,0.0,521946.49,overdue,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199918, Requested 892. Please try again in 5m49.919999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Brown, Harris and Becker, invoice INV00049 (INR 521,946.49) ab 24 din se overdue hai, due date 2026-02-05 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00050,CUST0028,2026-03-06,firm_reminder,ignore,348781.91,0.0,348781.91,overdue,,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199911, Requested 892. Please try again in 5m46.896s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Lane, Maldonado and Griffin, invoice INV00050 for INR 348,781.91 is now 5 days past its due date of 2026-02-24. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00051,CUST0031,2026-03-06,firm_reminder,pay,745237.23,745237.23,0.0,paid,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199904, Requested 890. Please try again in 5m43.008s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Brown-Tate, invoice INV00051 (INR 745,237.23) ab 10 din se overdue hai, due date 2026-02-19 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
INV00053,CUST0010,2026-03-06,firm_reminder,promise,662935.35,0.0,662935.35,promised,2026-03-14,,English,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199897, Requested 892. Please try again in 5m40.847999999s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Garrison, Roberts and Thomas, invoice INV00053 for INR 662,935.35 is now 3 days past its due date of 2026-02-26. Please arrange payment at your earliest convenience, or reach out if there's an issue we can help resolve. We'd appreciate a response by end of week."
INV00054,CUST0030,2026-03-06,firm_reminder,pay,113636.64,113636.64,0.0,paid,,,Hinglish,template_fallback,"Groq call failed: RateLimitError: Error code: 429 - {'error': {'message': 'Rate limit reached for model `openai/gpt-oss-120b` in organization `org_01m0mj7a8eeatat8xhdfj4psfm` service tier `on_demand` on tokens per day (TPD): Limit 200000, Used 199890, Requested 863. Please try again in 5m25.296s. Need more tokens? Upgrade to Dev Tier today at https://console.groq.com/settings/billing', 'type': 'tokens', 'code': 'rate_limit_exceeded'}}","Dear Kelly-Carr, invoice INV00054 (INR 113,636.64) ab 2 din se overdue hai, due date 2026-02-27 thi. Please jaldi payment arrange karein, ya agar koi issue hai to hamein batayein, hum help kar sakte hain. Is week ke andar response ki ummeed rahegi."
